NO,GAP,TIME,RACE,TIRE,LAP,STINT_LAP
44,0,1:57.269,usa2015,Intermediate,12.0,12.0
3,0.525 ,1:56.680,usa2015,Intermediate,12.0,12.0
6,1.716 ,1:58.141,usa2015,Intermediate,12.0,12.0
26,2.592 ,1:58.833,usa2015,Intermediate,12.0,12.0
12,1 LAP ,2:01.570,usa2015,Intermediate,11.0,8.0
53,1 LAP ,2:03.254,usa2015,Intermediate,11.0,10.0
11,9.829 ,1:58.388,usa2015,Intermediate,12.0,12.0
5,10.432 ,1:58.444,usa2015,Intermediate,12.0,12.0
33,11.409 ,1:58.943,usa2015,Intermediate,12.0,12.0
55,12.079 ,1:58.378,usa2015,Intermediate,12.0,12.0
7,12.821 ,1:59.619,usa2015,Intermediate,12.0,12.0
27,13.618 ,1:56.996,usa2015,Intermediate,12.0,12.0
19,24.859 ,1:58.109,usa2015,Intermediate,12.0,12.0
9,26.585 ,2:00.507,usa2015,Intermediate,12.0,12.0
22,27.914 ,1:59.015,usa2015,Intermediate,12.0,12.0
13,38.124 ,1:59.209,usa2015,Intermediate,12.0,12.0
14,89.426 ,1:58.830,usa2015,Intermediate,12.0,11.0
44,0,1:57.090,usa2015,Intermediate,13.0,13.0
3,0.333 ,1:56.898,usa2015,Intermediate,13.0,13.0
6,1.303 ,1:56.677,usa2015,Intermediate,13.0,13.0
26,2.450 ,1:56.948,usa2015,Intermediate,13.0,13.0
11,11.021 ,1:58.282,usa2015,Intermediate,13.0,13.0
5,11.747 ,1:58.405,usa2015,Intermediate,13.0,13.0
33,12.297 ,1:57.978,usa2015,Intermediate,13.0,13.0
7,13.081 ,1:57.350,usa2015,Intermediate,13.0,13.0
55,13.663 ,1:58.674,usa2015,Intermediate,13.0,13.0
27,14.827 ,1:58.299,usa2015,Intermediate,13.0,13.0
12,1 LAP ,2:06.411,usa2015,Intermediate,12.0,9.0
53,1 LAP ,2:07.115,usa2015,Intermediate,12.0,11.0
19,24.951 ,1:57.182,usa2015,Intermediate,13.0,13.0
9,29.007 ,1:59.512,usa2015,Intermediate,13.0,13.0
22,29.673 ,1:58.849,usa2015,Intermediate,13.0,13.0
13,39.839 ,1:58.805,usa2015,Intermediate,13.0,13.0
14,89.905 ,1:57.569,usa2015,Intermediate,13.0,12.0
3,0,1:55.362,usa2015,Intermediate,14.0,14.0
44,0.873 ,1:56.568,usa2015,Intermediate,14.0,14.0
6,1.780 ,1:56.172,usa2015,Intermediate,14.0,14.0
26,2.750 ,1:55.995,usa2015,Intermediate,14.0,14.0
11,11.920 ,1:56.594,usa2015,Intermediate,14.0,14.0
5,12.625 ,1:56.573,usa2015,Intermediate,14.0,14.0
33,13.652 ,1:57.050,usa2015,Intermediate,14.0,14.0
7,14.512 ,1:57.126,usa2015,Intermediate,14.0,14.0
55,15.027 ,1:57.059,usa2015,Intermediate,14.0,14.0
27,15.950 ,1:56.818,usa2015,Intermediate,14.0,14.0
12,1 LAP ,1:59.779,usa2015,Intermediate,13.0,10.0
53,1 LAP ,2:00.693,usa2015,Intermediate,13.0,12.0
19,25.936 ,1:56.680,usa2015,Intermediate,14.0,14.0
9,31.363 ,1:58.051,usa2015,Intermediate,14.0,14.0
22,32.042 ,1:58.064,usa2015,Intermediate,14.0,14.0
13,42.656 ,1:58.512,usa2015,Intermediate,14.0,14.0
14,91.222 ,1:57.012,usa2015,Intermediate,14.0,13.0
3,0,1:54.685,usa2015,Intermediate,15.0,15.0
44,2.637 ,1:56.449,usa2015,Intermediate,15.0,15.0
6,3.424 ,1:56.329,usa2015,Intermediate,15.0,15.0
26,4.060 ,1:55.995,usa2015,Intermediate,15.0,15.0
11,13.773 ,1:56.538,usa2015,Intermediate,15.0,15.0
5,14.438 ,1:56.498,usa2015,Intermediate,15.0,15.0
33,15.218 ,1:56.251,usa2015,Intermediate,15.0,15.0
7,15.814 ,1:55.987,usa2015,Intermediate,15.0,15.0
55,16.398 ,1:56.056,usa2015,Intermediate,15.0,15.0
27,18.026 ,1:56.761,usa2015,Intermediate,15.0,15.0
12,1 LAP ,1:59.030,usa2015,Intermediate,14.0,11.0
19,27.739 ,1:56.488,usa2015,Intermediate,15.0,15.0
53,1 LAP ,2:01.600,usa2015,Intermediate,14.0,13.0
9,PIT  ,1:58.109,usa2015,Intermediate,15.0,15.0
22,35.598 ,1:58.241,usa2015,Intermediate,15.0,15.0
13,45.832 ,1:57.861,usa2015,Intermediate,15.0,15.0
14,92.415 ,1:55.878,usa2015,Intermediate,15.0,14.0
3,0,1:54.650,usa2015,Intermediate,16.0,16.0
44,3.952 ,1:55.965,usa2015,Intermediate,16.0,16.0
6,4.564 ,1:55.790,usa2015,Intermediate,16.0,16.0
26,5.204 ,1:55.794,usa2015,Intermediate,16.0,16.0
11,14.978 ,1:55.855,usa2015,Intermediate,16.0,16.0
5,17.091 ,1:57.303,usa2015,Intermediate,16.0,16.0
33,18.011 ,1:57.443,usa2015,Intermediate,16.0,16.0
7,18.567 ,1:57.403,usa2015,Intermediate,16.0,16.0
55,18.881 ,1:57.133,usa2015,Intermediate,16.0,16.0
27,20.186 ,1:56.810,usa2015,Intermediate,16.0,16.0
19,30.240 ,1:57.151,usa2015,Intermediate,16.0,16.0
12,1 LAP ,2:01.208,usa2015,Intermediate,15.0,12.0
53,1 LAP ,1:59.683,usa2015,Intermediate,15.0,14.0
22,PIT  ,1:58.450,usa2015,Intermediate,16.0,16.0
13,48.139 ,1:56.957,usa2015,Intermediate,16.0,16.0
9,64.814 ,2:24.677,usa2015,Soft,16.0,0.0
14,93.464 ,1:55.699,usa2015,Intermediate,16.0,15.0
3,0,1:54.194,usa2015,Intermediate,17.0,17.0
6,6.494 ,1:56.124,usa2015,Intermediate,17.0,17.0
26,8.133 ,1:57.123,usa2015,Intermediate,17.0,17.0
44,PIT  ,1:58.981,usa2015,Intermediate,17.0,17.0
11,16.734 ,1:55.950,usa2015,Intermediate,17.0,17.0
5,PIT  ,1:58.072,usa2015,Intermediate,17.0,17.0
7,20.995 ,1:56.622,usa2015,Intermediate,17.0,17.0
55,21.370 ,1:56.683,usa2015,Intermediate,17.0,17.0
33,PIT  ,1:57.642,usa2015,Intermediate,17.0,17.0
27,23.133 ,1:57.141,usa2015,Intermediate,17.0,17.0
19,PIT  ,1:56.413,usa2015,Intermediate,17.0,17.0
12,PIT  ,1:59.900,usa2015,Intermediate,16.0,13.0
53,PIT  ,2:00.480,usa2015,Intermediate,16.0,15.0
13,PIT  ,1:57.453,usa2015,Intermediate,17.0,17.0
22,63.740 ,2:18.536,usa2015,Soft,17.0,0.0
9,64.827 ,1:54.207,usa2015,Soft,17.0,1.0
14,PIT  ,1:57.493,usa2015,Intermediate,17.0,16.0
3,PIT  ,1:54.143,usa2015,Intermediate,18.0,18.0
6,PIT  ,1:55.927,usa2015,Intermediate,18.0,18.0
26,PIT  ,1:55.118,usa2015,Intermediate,18.0,18.0
11,PIT  ,1:56.230,usa2015,Intermediate,18.0,18.0
7,PIT  ,1:56.885,usa2015,Intermediate,18.0,18.0
55,PIT  ,1:57.170,usa2015,Intermediate,18.0,18.0
27,PIT  ,1:57.177,usa2015,Intermediate,18.0,18.0
44,30.767 ,2:16.171,usa2015,Soft,18.0,0.0
5,39.925 ,2:13.099,usa2015,Soft,18.0,0.0
33,41.004 ,2:13.688,usa2015,Soft,18.0,0.0
19,54.518 ,2:16.202,usa2015,Soft,18.0,0.0
22,61.435 ,1:51.838,usa2015,Soft,18.0,1.0
53,1 LAP ,2:19.339,usa2015,Soft,17.0,0.0
12,1 LAP ,2:26.051,usa2015,Soft,17.0,0.0
9,PIT  ,2:00.414,usa2015,Soft,18.0,2.0
13,77.657 ,2:20.402,usa2015,Soft,18.0,0.0
14,118.003 ,2:15.383,usa2015,Soft,18.0,0.0
3,0,2:18.388,usa2015,Soft,19.0,0.0
6,3.119 ,2:13.229,usa2015,Soft,19.0,0.0
26,4.705 ,2:13.985,usa2015,Soft,19.0,0.0
44,5.584 ,1:53.205,usa2015,Soft,19.0,1.0
5,10.492 ,1:48.955,usa2015,Soft,19.0,1.0
33,12.217 ,1:49.601,usa2015,Soft,19.0,1.0
11,18.679 ,2:18.246,usa2015,Soft,19.0,0.0
55,18.982 ,2:12.973,usa2015,Soft,19.0,0.0
27,22.858 ,2:15.079,usa2015,Soft,19.0,0.0
19,29.369 ,1:53.239,usa2015,Soft,19.0,1.0
22,32.707 ,1:49.660,usa2015,Soft,19.0,2.0
53,1 LAP ,1:53.122,usa2015,Soft,18.0,1.0
12,1 LAP ,1:57.459,usa2015,Soft,18.0,1.0
13,53.273 ,1:54.004,usa2015,Soft,19.0,1.0
7,PIT  ,3:02.298,usa2015,Soft,19.0,0.0
9,74.519 ,2:21.809,usa2015,Soft,19.0,0.0
14,90.048 ,1:50.433,usa2015,Soft,19.0,1.0
3,0,1:49.539,usa2015,Soft,20.0,1.0
6,1.046 ,1:47.466,usa2015,Soft,20.0,1.0
26,4.820 ,1:49.654,usa2015,Soft,20.0,1.0
44,5.632 ,1:49.587,usa2015,Soft,20.0,2.0
5,8.334 ,1:47.381,usa2015,Soft,20.0,2.0
33,11.065 ,1:48.387,usa2015,Soft,20.0,2.0
55,18.213 ,1:48.770,usa2015,Soft,20.0,1.0
11,20.774 ,1:51.634,usa2015,Soft,20.0,1.0
27,21.563 ,1:48.244,usa2015,Soft,20.0,1.0
19,30.108 ,1:50.278,usa2015,Soft,20.0,2.0
22,32.028 ,1:48.860,usa2015,Soft,20.0,3.0
53,1 LAP ,1:51.636,usa2015,Soft,19.0,2.0
12,1 LAP ,1:52.695,usa2015,Soft,19.0,2.0
13,54.166 ,1:50.432,usa2015,Soft,20.0,2.0
9,77.085 ,1:52.105,usa2015,Soft,20.0,1.0
14,88.356 ,1:47.847,usa2015,Soft,20.0,2.0
7,101.170 ,2:23.062,usa2015,Soft,20.0,0.0
6,0,1:46.148,usa2015,Soft,21.0,2.0
3,1.156 ,1:48.350,usa2015,Soft,21.0,2.0
44,5.575 ,1:47.137,usa2015,Soft,21.0,3.0
26,6.557 ,1:48.931,usa2015,Soft,21.0,2.0
5,8.028 ,1:46.888,usa2015,Soft,21.0,3.0
33,11.009 ,1:47.138,usa2015,Soft,21.0,3.0
55,18.673 ,1:47.654,usa2015,Soft,21.0,2.0
27,20.370 ,1:46.001,usa2015,Soft,21.0,2.0
11,23.513 ,1:49.933,usa2015,Soft,21.0,2.0
19,31.145 ,1:48.231,usa2015,Soft,21.0,3.0
22,32.925 ,1:48.091,usa2015,Soft,21.0,4.0
53,1 LAP ,1:53.346,usa2015,Soft,20.0,3.0
13,57.427 ,1:50.455,usa2015,Soft,21.0,3.0
12,1 LAP ,1:53.996,usa2015,Soft,20.0,3.0
9,79.115 ,1:49.224,usa2015,Soft,21.0,2.0
14,89.901 ,1:48.739,usa2015,Soft,21.0,3.0
7,102.434 ,1:48.458,usa2015,Soft,21.0,1.0
6,0,1:43.999,usa2015,Soft,22.0,3.0
3,3.630 ,1:46.473,usa2015,Soft,22.0,3.0
44,6.706 ,1:45.130,usa2015,Soft,22.0,4.0
26,9.055 ,1:46.497,usa2015,Soft,22.0,3.0
5,9.829 ,1:45.800,usa2015,Soft,22.0,4.0
33,13.379 ,1:46.369,usa2015,Soft,22.0,4.0
27,21.946 ,1:45.575,usa2015,Soft,22.0,3.0
55,22.805 ,1:48.131,usa2015,Soft,22.0,3.0
11,27.550 ,1:48.036,usa2015,Soft,22.0,3.0
22,35.839 ,1:46.913,usa2015,Soft,22.0,5.0
19,PIT  ,2:00.606,usa2015,Soft,22.0,4.0
53,1 LAP ,1:50.929,usa2015,Soft,21.0,4.0
13,61.602 ,1:48.174,usa2015,Soft,22.0,4.0
12,1 LAP ,1:50.190,usa2015,Soft,21.0,4.0
9,84.358 ,1:49.242,usa2015,Soft,22.0,3.0
14,92.267 ,1:46.365,usa2015,Soft,22.0,4.0
6,0,1:43.534,usa2015,Soft,23.0,4.0
7,1 LAP ,1:48.774,usa2015,Soft,22.0,2.0
3,6.156 ,1:46.060,usa2015,Soft,23.0,4.0
44,7.987 ,1:44.815,usa2015,Soft,23.0,5.0
5,11.480 ,1:45.185,usa2015,Soft,23.0,5.0
26,12.902 ,1:47.381,usa2015,Soft,23.0,4.0
33,15.960 ,1:46.115,usa2015,Soft,23.0,5.0
27,23.507 ,1:45.095,usa2015,Soft,23.0,4.0
55,25.495 ,1:46.224,usa2015,Soft,23.0,4.0
11,31.491 ,1:47.475,usa2015,Soft,23.0,4.0
22,38.813 ,1:46.508,usa2015,Soft,23.0,6.0
53,1 LAP ,1:50.017,usa2015,Soft,22.0,5.0
13,66.946 ,1:48.878,usa2015,Soft,23.0,5.0
12,1 LAP ,1:49.907,usa2015,Soft,22.0,5.0
9,88.205 ,1:47.381,usa2015,Soft,23.0,4.0
14,95.056 ,1:46.323,usa2015,Soft,23.0,5.0
6,0,1:43.231,usa2015,Soft,24.0,5.0
7,1 LAP ,1:46.186,usa2015,Soft,23.0,3.0
3,9.192 ,1:46.267,usa2015,Soft,24.0,5.0
44,10.026 ,1:45.270,usa2015,Soft,24.0,6.0
5,13.603 ,1:45.354,usa2015,Soft,24.0,6.0
26,15.724 ,1:46.053,usa2015,Soft,24.0,5.0
33,18.884 ,1:46.155,usa2015,Soft,24.0,6.0
27,25.591 ,1:45.315,usa2015,Soft,24.0,5.0
55,28.468 ,1:46.204,usa2015,Soft,24.0,5.0
11,34.932 ,1:46.672,usa2015,Soft,24.0,5.0
22,41.474 ,1:45.892,usa2015,Soft,24.0,7.0
53,1 LAP ,1:50.247,usa2015,Soft,23.0,6.0
13,73.151 ,1:49.436,usa2015,Soft,24.0,6.0
12,1 LAP ,1:49.685,usa2015,Soft,23.0,6.0
9,93.824 ,1:48.850,usa2015,Soft,24.0,5.0
14,97.746 ,1:45.921,usa2015,Soft,24.0,6.0
6,0,1:43.280,usa2015,Soft,25.0,6.0
44,10.654 ,1:43.908,usa2015,Soft,25.0,7.0
3,11.741 ,1:45.829,usa2015,Soft,25.0,6.0
5,15.527 ,1:45.204,usa2015,Soft,25.0,7.0
26,18.552 ,1:46.108,usa2015,Soft,25.0,6.0
33,21.207 ,1:45.603,usa2015,Soft,25.0,7.0
7,PIT  ,1:59.833,usa2015,Soft,24.0,4.0
27,27.975 ,1:45.664,usa2015,Soft,25.0,6.0
55,31.199 ,1:46.011,usa2015,Soft,25.0,6.0
11,37.418 ,1:45.766,usa2015,Soft,25.0,6.0
22,44.009 ,1:45.815,usa2015,Soft,25.0,8.0
53,1 LAP ,1:50.075,usa2015,Soft,24.0,7.0
13,77.763 ,1:47.892,usa2015,Soft,25.0,7.0
12,1 LAP ,1:48.563,usa2015,Soft,24.0,7.0
14,PIT  ,1:49.447,usa2015,Soft,25.0,7.0
6,0,1:52.810,usa2015,Soft,26.0,7.0
44,12.111 ,1:54.267,usa2015,Soft,26.0,8.0
3,13.682 ,1:54.751,usa2015,Soft,26.0,7.0
5,PIT  ,1:55.780,usa2015,Soft,26.0,8.0
26,21.486 ,1:55.744,usa2015,Soft,26.0,7.0
33,26.037 ,1:57.640,usa2015,Soft,26.0,8.0
27,PIT  ,1:56.019,usa2015,Soft,26.0,7.0
55,PIT  ,1:59.170,usa2015,Soft,26.0,7.0
11,PIT  ,2:01.348,usa2015,Soft,26.0,7.0
22,PIT  ,2:02.841,usa2015,Soft,26.0,9.0
13,PIT  ,2:14.201,usa2015,Soft,26.0,8.0
53,1 LAP ,2:16.060,usa2015,Soft,25.0,8.0
12,PIT  ,2:15.183,usa2015,Soft,25.0,8.0
6,0,2:36.865,usa2015,Soft,27.0,8.0
14,1 LAP ,2:46.301,usa2015,Soft,26.0,0.0
44,1.115 ,2:25.869,usa2015,Soft,27.0,9.0
3,2.824 ,2:26.007,usa2015,Soft,27.0,8.0
26,4.693 ,2:20.072,usa2015,Soft,27.0,8.0
33,PIT  ,2:16.044,usa2015,Soft,27.0,9.0
5,16.207 ,2:34.575,usa2015,Medium,27.0,0.0
27,31.292 ,2:36.973,usa2015,Medium,27.0,0.0
11,43.627 ,2:34.536,usa2015,Medium,27.0,0.0
22,53.793 ,2:36.618,usa2015,Soft,27.0,0.0
55,56.355 ,2:55.661,usa2015,Medium,27.0,0.0
53,PIT  ,2:18.193,usa2015,Soft,26.0,9.0
13,97.690 ,2:35.401,usa2015,Soft,27.0,0.0
12,1 LAP ,2:35.622,usa2015,Soft,26.0,0.0
6,0,2:33.927,usa2015,Soft,28.0,9.0
14,1 LAP ,2:33.837,usa2015,Soft,27.0,1.0
44,2.842 ,2:35.654,usa2015,Soft,28.0,10.0
3,3.648 ,2:34.751,usa2015,Soft,28.0,9.0
26,5.341 ,2:34.575,usa2015,Soft,28.0,9.0
5,5.997 ,2:23.717,usa2015,Medium,28.0,1.0
33,7.404 ,2:36.115,usa2015,Soft,28.0,0.0
27,8.320 ,2:10.955,usa2015,Medium,28.0,1.0
11,9.241 ,1:59.541,usa2015,Medium,28.0,1.0
22,22.481 ,2:02.615,usa2015,Soft,28.0,1.0
55,24.951 ,2:02.523,usa2015,Medium,28.0,1.0
13,59.299 ,1:55.536,usa2015,Soft,28.0,1.0
53,1 LAP ,2:14.093,usa2015,Medium,27.0,0.0
12,1 LAP ,1:54.299,usa2015,Soft,27.0,1.0
14,138.094 ,2:17.645,usa2015,Soft,28.0,2.0
6,0,2:41.450,usa2015,Soft,29.0,10.0
44,0.723 ,2:39.331,usa2015,Soft,29.0,11.0
3,1.765 ,2:39.567,usa2015,Soft,29.0,10.0
26, 3.014 ,2:39.123,usa2015,Soft,29.0,10.0
5,3.900 ,2:39.353,usa2015,Medium,29.0,2.0
33,4.948 ,2:38.994,usa2015,Soft,29.0,1.0
27,5.735 ,2:38.865,usa2015,Medium,29.0,2.0
11,6.989 ,2:39.198,usa2015,Medium,29.0,2.0
22,8.658 ,2:27.627,usa2015,Soft,29.0,2.0
55,9.688 ,2:26.187,usa2015,Medium,29.0,2.0
13,10.667 ,1:52.818,usa2015,Soft,29.0,2.0
53,1 LAP ,1:51.699,usa2015,Medium,28.0,1.0
12,1 LAP ,1:50.355,usa2015,Soft,28.0,2.0
14,83.522 ,1:46.878,usa2015,Soft,29.0,3.0
53,135.040 ,2:02.567,usa2015,Medium,29.0,2.0
12,135.892 ,2:02.711,usa2015,Soft,29.0,3.0
6,0,2:37.287,usa2015,Soft,30.0,11.0
44,0.625 ,2:37.189,usa2015,Soft,30.0,12.0
3,2.031 ,2:37.553,usa2015,Soft,30.0,11.0
26,3.191 ,2:37.464,usa2015,Soft,30.0,11.0
5,5.469 ,2:38.856,usa2015,Medium,30.0,3.0
33,6.407 ,2:38.746,usa2015,Soft,30.0,2.0
27,7.237 ,2:38.789,usa2015,Medium,30.0,3.0
11,8.178 ,2:38.476,usa2015,Medium,30.0,3.0
22,9.625 ,2:38.254,usa2015,Soft,30.0,3.0
55,10.268 ,2:37.867,usa2015,Medium,30.0,3.0
13,11.363 ,2:37.983,usa2015,Soft,30.0,3.0
14,32.845 ,1:46.610,usa2015,Soft,30.0,4.0
53,88.375 ,1:50.622,usa2015,Medium,30.0,3.0
12,88.689 ,1:50.084,usa2015,Soft,30.0,4.0
6,0,2:32.494,usa2015,Soft,31.0,12.0
44,0.919 ,2:32.788,usa2015,Soft,31.0,13.0
3,1.331 ,2:31.794,usa2015,Soft,31.0,12.0
26,1.685 ,2:30.988,usa2015,Soft,31.0,12.0
5,2.107 ,2:29.132,usa2015,Medium,31.0,4.0
33,2.612 ,2:28.699,usa2015,Soft,31.0,3.0
27,3.152 ,2:28.409,usa2015,Medium,31.0,4.0
11,4.086 ,2:28.402,usa2015,Medium,31.0,4.0
22,4.472 ,2:27.341,usa2015,Soft,31.0,4.0
55,4.825 ,2:27.051,usa2015,Medium,31.0,4.0
13,5.406 ,2:26.537,usa2015,Soft,31.0,4.0
14,5.588 ,2:05.237,usa2015,Soft,31.0,5.0
53,46.021 ,1:50.140,usa2015,Medium,31.0,4.0
12,46.312 ,1:50.117,usa2015,Soft,31.0,5.0
6,0,1:45.312,usa2015,Soft,32.0,13.0
44,1.545 ,1:45.938,usa2015,Soft,32.0,14.0
3,4.295 ,1:48.276,usa2015,Soft,32.0,13.0
5,5.121 ,1:48.326,usa2015,Medium,32.0,5.0
26,5.595 ,1:49.222,usa2015,Soft,32.0,13.0
33,6.162 ,1:48.862,usa2015,Soft,32.0,4.0
27,6.755 ,1:48.915,usa2015,Medium,32.0,5.0
11,8.078 ,1:49.304,usa2015,Medium,32.0,5.0
22,8.703 ,1:49.543,usa2015,Soft,32.0,5.0
55,9.197 ,1:49.684,usa2015,Medium,32.0,5.0
14,9.593 ,1:49.317,usa2015,Soft,32.0,6.0
13,10.135 ,1:50.041,usa2015,Soft,32.0,5.0
53,50.642 ,1:49.933,usa2015,Medium,32.0,5.0
12,50.968 ,1:49.968,usa2015,Soft,32.0,6.0
6,0,1:42.964,usa2015,Soft,33.0,14.0
44,1.306 ,1:42.725,usa2015,Soft,33.0,15.0
5,7.273 ,1:45.116,usa2015,Medium,33.0,6.0
3,8.570 ,1:47.239,usa2015,Soft,33.0,14.0
33,9.609 ,1:46.411,usa2015,Soft,33.0,5.0
27,10.224 ,1:46.433,usa2015,Medium,33.0,6.0
26,11.037 ,1:48.406,usa2015,Soft,33.0,14.0
11,12.095 ,1:46.981,usa2015,Medium,33.0,6.0
22,12.686 ,1:46.947,usa2015,Soft,33.0,6.0
55,13.170 ,1:46.937,usa2015,Medium,33.0,6.0
14,13.597 ,1:46.968,usa2015,Soft,33.0,7.0
13,14.340 ,1:47.169,usa2015,Soft,33.0,6.0
12,56.806 ,1:48.802,usa2015,Soft,33.0,7.0
53,58.184 ,1:50.506,usa2015,Medium,33.0,6.0
6,0,1:42.996,usa2015,Soft,34.0,15.0
44,0.969 ,1:42.659,usa2015,Soft,34.0,16.0
5,8.215 ,1:43.938,usa2015,Medium,34.0,7.0
33,10.917 ,1:44.304,usa2015,Soft,34.0,6.0
3,12.050 ,1:46.476,usa2015,Soft,34.0,15.0
27,12.591 ,1:45.363,usa2015,Medium,34.0,7.0
26,13.810 ,1:45.769,usa2015,Soft,34.0,15.0
11,15.125 ,1:46.026,usa2015,Medium,34.0,7.0
22,15.519 ,1:45.829,usa2015,Soft,34.0,7.0
14,16.335 ,1:45.734,usa2015,Soft,34.0,8.0
55,17.036 ,1:46.862,usa2015,Medium,34.0,7.0
13,17.776 ,1:46.432,usa2015,Soft,34.0,7.0
12,60.058 ,1:46.248,usa2015,Soft,34.0,8.0
53,63.826 ,1:48.638,usa2015,Medium,34.0,7.0
6,0,1:43.351,usa2015,Soft,35.0,16.0
44,0.729 ,1:43.111,usa2015,Soft,35.0,17.0
5,8.660 ,1:43.796,usa2015,Medium,35.0,8.0
33,12.053 ,1:44.487,usa2015,Soft,35.0,7.0
3,15.682 ,1:46.983,usa2015,Soft,35.0,16.0
26,16.218 ,1:45.759,usa2015,Soft,35.0,16.0
22,17.829 ,1:45.661,usa2015,Soft,35.0,8.0
11,18.798 ,1:47.024,usa2015,Medium,35.0,8.0
14,19.158 ,1:46.174,usa2015,Soft,35.0,9.0
55,19.512 ,1:45.827,usa2015,Medium,35.0,8.0
13,20.108 ,1:45.683,usa2015,Soft,35.0,8.0
12,63.309 ,1:46.602,usa2015,Soft,35.0,9.0
53,69.598 ,1:49.123,usa2015,Medium,35.0,8.0
6,0,1:43.365,usa2015,Soft,36.0,17.0
44,0.778 ,1:43.414,usa2015,Soft,36.0,18.0
5,9.627 ,1:44.332,usa2015,Medium,36.0,9.0
33,13.121 ,1:44.433,usa2015,Soft,36.0,8.0
26,18.555 ,1:45.702,usa2015,Soft,36.0,17.0
3,20.876 ,1:48.559,usa2015,Soft,36.0,17.0
22,24.472 ,1:50.008,usa2015,Soft,36.0,9.0
11,26.046 ,1:50.613,usa2015,Medium,36.0,9.0
14,26.645 ,1:50.852,usa2015,Soft,36.0,10.0
55,27.880 ,1:51.733,usa2015,Medium,36.0,9.0
13,28.901 ,1:52.158,usa2015,Soft,36.0,9.0
12,81.774 ,2:01.830,usa2015,Soft,36.0,10.0
53,91.607 ,2:05.374,usa2015,Medium,36.0,9.0
6,PIT  ,2:14.626,usa2015,Soft,37.0,18.0
44,0.984 ,2:14.832,usa2015,Soft,37.0,19.0
5,11.994 ,2:16.993,usa2015,Medium,37.0,10.0
33,16.231 ,2:17.736,usa2015,Soft,37.0,9.0
26,PIT  ,2:18.895,usa2015,Soft,37.0,18.0
22,26.429 ,2:16.583,usa2015,Soft,37.0,10.0
3,PIT  ,2:20.344,usa2015,Soft,37.0,18.0
11,27.127 ,2:15.707,usa2015,Medium,37.0,10.0
14,28.222 ,2:16.203,usa2015,Soft,37.0,11.0
55,28.758 ,2:15.504,usa2015,Medium,37.0,10.0
13,29.320 ,2:15.045,usa2015,Soft,37.0,10.0
12,86.628 ,2:19.480,usa2015,Soft,37.0,11.0
53,95.250 ,2:18.269,usa2015,Medium,37.0,10.0
44,0,2:18.096,usa2015,Soft,38.0,20.0
5,4.931 ,2:12.017,usa2015,Medium,38.0,11.0
33,8.267 ,2:11.116,usa2015,Soft,38.0,10.0
6,8.986 ,2:28.066,usa2015,Soft,38.0,0.0
22,16.780 ,2:09.431,usa2015,Soft,38.0,11.0
11,17.999 ,2:09.952,usa2015,Medium,38.0,11.0
14,18.234 ,2:09.092,usa2015,Soft,38.0,12.0
55,18.740 ,2:09.062,usa2015,Medium,38.0,11.0
13,19.333 ,2:09.093,usa2015,Soft,38.0,11.0
26,30.537 ,2:26.793,usa2015,Medium,38.0,0.0
3,33.242 ,2:25.728,usa2015,Soft,38.0,0.0
12,63.872 ,1:56.324,usa2015,Soft,38.0,12.0
53,74.552 ,1:58.382,usa2015,Medium,38.0,11.0
44,0,1:43.950,usa2015,Soft,39.0,21.0
5,5.017 ,1:44.036,usa2015,Medium,39.0,12.0
6,8.207 ,1:43.171,usa2015,Soft,39.0,1.0
33,9.894 ,1:45.577,usa2015,Soft,39.0,11.0
22,18.154 ,1:45.324,usa2015,Soft,39.0,12.0
14,19.415 ,1:45.131,usa2015,Soft,39.0,13.0
11,20.501 ,1:46.452,usa2015,Medium,39.0,12.0
55,21.200 ,1:46.410,usa2015,Medium,39.0,12.0
13,21.936 ,1:46.553,usa2015,Soft,39.0,12.0
26,32.517 ,1:45.930,usa2015,Medium,39.0,1.0
3,33.100 ,1:43.808,usa2015,Soft,39.0,1.0
12,66.070 ,1:46.148,usa2015,Soft,39.0,13.0
53,79.292 ,1:48.690,usa2015,Medium,39.0,12.0
44,0,1:42.961,usa2015,Soft,40.0,22.0
5,5.459 ,1:43.403,usa2015,Medium,40.0,13.0
6,6.299 ,1:41.053,usa2015,Soft,40.0,2.0
33,11.315 ,1:44.382,usa2015,Soft,40.0,12.0
22,19.876 ,1:44.683,usa2015,Soft,40.0,13.0
14,20.875 ,1:44.421,usa2015,Soft,40.0,14.0
11,22.092 ,1:44.552,usa2015,Medium,40.0,13.0
55,23.307 ,1:45.068,usa2015,Medium,40.0,13.0
13,24.293 ,1:45.318,usa2015,Soft,40.0,13.0
26,33.284 ,1:43.728,usa2015,Medium,40.0,2.0
3,34.111 ,1:43.972,usa2015,Soft,40.0,2.0
12,68.396 ,1:45.287,usa2015,Soft,40.0,14.0
53,84.549 ,1:48.218,usa2015,Medium,40.0,13.0
44,0,1:42.579,usa2015,Soft,41.0,23.0
6,5.934 ,1:42.214,usa2015,Soft,41.0,3.0
5,6.927 ,1:44.047,usa2015,Medium,41.0,14.0
33,12.731 ,1:43.995,usa2015,Soft,41.0,13.0
22,22.146 ,1:44.849,usa2015,Soft,41.0,14.0
14,22.865 ,1:44.569,usa2015,Soft,41.0,15.0
11,24.107 ,1:44.594,usa2015,Medium,41.0,14.0
